,0
29536,4
29537,9
29538,9
29539,5
29540,7
29541,1
29542,1
29543,4
29544,7
29545,2
29546,1
29547,8
29548,4
29549,9
29550,1
29551,4
29552,1
29553,3
29554,1
29555,1
29556,5
29557,7
29558,4
29559,8
29560,1
29561,2
29562,5
29563,4
29564,0
29565,3
29566,3
29567,6
29568,1
29569,9
29570,0
29571,9
29572,2
29573,5
29574,5
29575,8
29576,9
29577,6
29578,9
29579,7
29580,7
29581,0
29582,2
29583,6
29584,4
29585,8
29586,7
29587,2
29588,9
29589,6
29590,4
29591,3
29592,2
29593,9
29594,1
29595,3
29596,8
29597,2
29598,9
29599,8
29600,0
29601,6
29602,8
29603,1
29604,8
29605,7
29606,0
29607,4
29608,8
29609,8
29610,6
29611,8
29612,0
29613,9
29614,9
29615,0
29616,7
29617,3
29618,3
29619,3
29620,0
29621,9
29622,1
29623,0
29624,0
29625,5
29626,6
29627,2
29628,0
29629,5
29630,6
29631,0
29632,6
29633,9
29634,4
29635,4
29636,4
29637,1
29638,4
29639,0
29640,9
29641,3
29642,9
29643,7
29644,2
29645,5
29646,1
29647,8
29648,9
29649,7
29650,6
29651,7
29652,1
29653,8
29654,9
29655,2
29656,0
29657,9
29658,8
29659,7
29660,9
29661,1
29662,8
29663,2
29664,0
29665,6
29666,5
29667,4
29668,8
29669,2
29670,4
29671,5
29672,7
29673,2
29674,4
29675,3
29676,7
29677,6
29678,3
29679,6
29680,4
29681,5
29682,2
29683,0
29684,1
29685,0
29686,3
29687,7
29688,2
29689,5
29690,4
29691,2
29692,9
29693,8
29694,9
29695,1
29696,3
29697,6
29698,2
29699,1
29700,5
29701,0
29702,9
29703,4
29704,3
29705,3
29706,3
29707,1
29708,2
29709,6
29710,0
29711,1
29712,7
29713,9
29714,0
29715,0
29716,1
29717,1
29718,9
29719,2
29720,4
29721,3
29722,5
29723,4
29724,9
29725,5
29726,2
29727,6
29728,3
29729,7
29730,4
29731,8
29732,9
29733,9
29734,2
29735,0
29736,6
29737,1
29738,4
29739,2
29740,0
29741,3
29742,6
29743,4
29744,3
29745,5
29746,0
29747,6
29748,5
29749,7
29750,9
29751,8
29752,7
29753,9
29754,9
29755,0
29756,8
29757,1
29758,0
29759,2
29760,7
29761,3
29762,9
29763,4
29764,8
29765,5
29766,6
29767,6
29768,3
29769,7
29770,3
29771,8
29772,2
29773,5
29774,3
29775,0
29776,1
29777,6
29778,8
29779,8
29780,5
29781,9
29782,1
29783,4
29784,7
29785,1
29786,3
29787,9
29788,0
29789,0
29790,2
29791,4
29792,6
29793,8
29794,2
29795,9
29796,1
29797,1
29798,3
29799,4
29800,0
29801,0
29802,9
29803,5
29804,3
29805,1
29806,8
29807,5
29808,5
29809,4
29810,2
29811,0
29812,4
29813,7
29814,3
29815,6
29816,9
29817,0
29818,1
29819,1
29820,3
29821,7
29822,9
29823,0
29824,6
29825,6
29826,7
29827,8
29828,1
29829,9
29830,1
29831,5
29832,8
29833,4
29834,9
29835,7
29836,3
29837,6
29838,1
29839,0
29840,2
29841,8
29842,9
29843,1
29844,4
29845,7
29846,1
29847,7
29848,0
29849,1
29850,0
29851,3
29852,3
29853,2
29854,0
29855,3
29856,0
29857,1
29858,5
29859,0
29860,2
29861,0
29862,2
29863,7
29864,8
29865,8
29866,4
29867,4
29868,7
29869,9
29870,6
29871,3
29872,8
29873,8
29874,0
29875,4
29876,8
29877,7
29878,1
29879,2
29880,7
29881,5
29882,8
29883,6
29884,3
29885,3
29886,4
29887,6
29888,1
29889,9
29890,0
29891,4
29892,2
29893,6
29894,4
29895,9
29896,1
29897,0
29898,0
29899,2
29900,3
29901,5
29902,8
29903,5
29904,3
29905,1
29906,0
29907,3
29908,6
29909,3
29910,5
29911,9
29912,1
29913,7
29914,2
29915,8
29916,4
29917,7
29918,2
29919,2
29920,7
29921,2
29922,8
29923,5
29924,9
29925,7
29926,8
29927,9
29928,3
29929,2
29930,2
29931,1
29932,9
29933,3
29934,6
29935,0
29936,1
29937,1
29938,8
29939,2
29940,5
29941,3
29942,9
29943,4
29944,0
29945,5
29946,5
29947,6
29948,8
29949,7
29950,1
29951,8
29952,5
29953,9
29954,4
29955,0
29956,0
29957,1
29958,5
29959,2
29960,0
29961,3
29962,5
29963,4
29964,5
29965,5
29966,5
29967,6
29968,0
29969,7
29970,2
29971,8
29972,5
29973,9
29974,9
29975,0
29976,4
29977,1
29978,5
29979,2
29980,1
29981,3
29982,3
29983,4
29984,1
29985,5
29986,1
29987,6
29988,1
29989,7
29990,4
29991,8
29992,0
29993,9
29994,8
29995,8
29996,5
29997,9
29998,9
29999,5
30000,7
30001,7
30002,0
30003,0
30004,1
30005,3
30006,9
30007,1
30008,5
30009,6
30010,6
30011,8
30012,8
30013,4
30014,5
30015,1
30016,8
30017,7
30018,7
30019,6
30020,3
30021,5
30022,8
30023,6
30024,1
30025,4
30026,9
30027,2
30028,9
30029,7
30030,4
30031,8
30032,5
30033,1
30034,6
30035,3
30036,6
30037,2
30038,0
30039,0
30040,0
30041,5
30042,0
30043,0
30044,2
30045,1
30046,7
30047,9
30048,8
30049,2
30050,9
30051,3
30052,1
30053,2
30054,2
30055,3
30056,1
30057,5
30058,1
30059,5
30060,7
30061,7
30062,4
30063,9
30064,8
30065,9
30066,4
30067,7
30068,3
30069,1
30070,7
30071,1
30072,6
30073,9
30074,0
30075,0
30076,2
30077,7
30078,3
30079,3
30080,7
30081,4
30082,0
30083,8
30084,2
30085,6
30086,1
30087,3
30088,5
30089,8
30090,2
30091,0
30092,8
30093,6
30094,4
30095,2
30096,2
30097,1
30098,1
30099,0
30100,3
30101,1
30102,9
30103,0
30104,3
30105,6
30106,8
30107,2
30108,0
30109,3
30110,8
30111,8
30112,4
30113,9
30114,7
30115,0
30116,4
30117,7
30118,7
30119,2
30120,2
30121,3
30122,0
30123,4
30124,6
30125,5
30126,9
30127,5
30128,9
30129,2
30130,4
30131,8
30132,1
30133,5
30134,8
30135,4
30136,9
30137,6
30138,8
30139,6
30140,1
30141,6
30142,1
30143,7
30144,5
30145,9
30146,8
30147,1
30148,1
30149,8
30150,0
30151,2
30152,2
30153,1
30154,5
30155,2
30156,4
30157,6
30158,8
30159,5
30160,2
30161,3
30162,0
30163,4
30164,4
30165,7
30166,3
30167,9
30168,4
30169,4
30170,7
30171,0
30172,5
30173,0
30174,9
30175,5
30176,6
30177,9
30178,1
30179,0
30180,0
30181,1
30182,5
30183,2
30184,3
30185,3
30186,7
30187,4
30188,0
30189,5
30190,1
30191,6
30192,8
30193,7
30194,5
30195,8
30196,1
30197,9
30198,2
30199,0
30200,0
30201,1
30202,3
30203,2
30204,7
30205,3
30206,2
30207,5
30208,0
30209,6
30210,1
30211,7
30212,2
30213,8
30214,7
30215,9
30216,7
30217,0
30218,0
30219,1
30220,1
30221,2
30222,7
30223,3
30224,4
30225,4
30226,4
30227,5
30228,0
30229,6
30230,6
30231,7
30232,7
30233,8
30234,4
30235,9
30236,4
30237,0
30238,4
30239,7
30240,0
30241,0
30242,7
30243,7
30244,6
30245,8
30246,0
30247,3
30248,1
30249,0
30250,9
30251,0
30252,8
30253,5
30254,3
30255,5
30256,3
30257,3
30258,5
30259,8
30260,0
30261,8
30262,0
30263,1
30264,9
30265,8
30266,0
30267,4
30268,5
30269,9
30270,9
30271,6
30272,2
30273,1
30274,8
30275,8
30276,1
30277,0
30278,6
30279,2
30280,0
30281,3
30282,6
30283,9
30284,0
30285,4
30286,0
30287,1
30288,4
30289,2
30290,5
30291,5
30292,9
30293,9
30294,1
30295,8
30296,8
30297,9
30298,3
30299,4
30300,9
30301,3
30302,9
30303,0
30304,6
30305,3
30306,8
30307,3
30308,7
30309,4
30310,1
30311,7
30312,0
30313,0
30314,1
30315,1
30316,4
30317,9
30318,2
30319,1
30320,0
30321,2
30322,0
30323,7
30324,8
30325,9
30326,5
30327,1
30328,9
30329,0
30330,9
30331,6
30332,6
30333,2
30334,4
30335,0
30336,0
30337,3
30338,7
30339,8
30340,0
30341,9
30342,6
30343,4
30344,7
30345,2
30346,5
30347,5
30348,1
30349,6
30350,5
30351,6
30352,1
30353,5
30354,4
30355,6
30356,6
30357,7
30358,7
30359,1
30360,2
30361,4
30362,1
30363,4
30364,8
30365,2
30366,2
30367,6
30368,7
30369,2
30370,7
30371,9
30372,9
30373,1
30374,3
30375,3
30376,2
30377,1
30378,7
30379,4
30380,1
30381,8
30382,3
30383,6
30384,3
30385,3
30386,7
30387,7
30388,2
30389,0
30390,0
30391,9
30392,4
30393,5
30394,6
30395,6
30396,0
30397,7
30398,8
30399,1
30400,0
30401,3
30402,4
30403,8
30404,3
30405,2
30406,7
30407,6
30408,8
30409,2
30410,8
30411,6
30412,0
30413,2
30414,0
30415,7
30416,2
30417,8
30418,0
30419,7
30420,2
30421,0
30422,5
30423,1
30424,4
30425,2
30426,4
30427,3
30428,0
30429,4
30430,7
30431,5
30432,5
30433,6
30434,5
30435,7
30436,7
30437,8
30438,1
30439,9
30440,9
30441,0
30442,7
30443,1
30444,4
30445,2
30446,9
30447,3
30448,9
30449,4
30450,4
30451,7
30452,3
30453,8
30454,0
30455,9
30456,0
30457,0
30458,9
30459,1
30460,4
30461,2
30462,3
30463,3
30464,1
30465,7
30466,8
30467,8
30468,1
30469,9
30470,7
30471,0
30472,8
30473,5
30474,5
30475,6
30476,7
30477,9
30478,5
30479,0
30480,3
30481,3
30482,1
30483,3
30484,6
30485,9
30486,0
30487,9
30488,8
30489,5
30490,3
30491,6
30492,6
30493,4
30494,0
30495,4
30496,4
30497,2
30498,2
30499,9
30500,7
30501,6
30502,3
30503,8
30504,1
30505,7
30506,7
30507,9
30508,9
30509,1
30510,7
30511,5
30512,7
30513,2
30514,6
30515,6
30516,1
30517,3
30518,5
30519,4
30520,3
30521,0
30522,9
30523,4
30524,7
30525,1
30526,6
30527,6
30528,9
30529,4
30530,2
30531,9
30532,3
30533,6
30534,5
30535,5
30536,2
30537,1
30538,6
30539,2
30540,3
30541,6
30542,2
30543,6
30544,0
30545,7
30546,5
30547,8
30548,4
30549,8
30550,3
30551,1
30552,4
30553,8
30554,6
30555,3
30556,2
30557,7
30558,8
30559,7
30560,6
30561,1
30562,2
30563,0
30564,6
30565,0
30566,2
30567,5
30568,1
30569,2
30570,3
30571,8
30572,3
30573,4
30574,3
30575,3
30576,4
30577,1
30578,3
30579,8
30580,2
30581,2
30582,0
30583,9
30584,9
30585,9
30586,0
30587,5
30588,3
30589,2
30590,7
30591,6
30592,2
30593,4
30594,6
30595,8
30596,6
30597,2
30598,2
30599,5
30600,4
30601,4
30602,4
30603,7
30604,1
30605,1
30606,4
30607,2
30608,9
30609,6
30610,1
30611,0
30612,0
30613,0
30614,2
30615,1
30616,6
30617,2
30618,3
30619,3
30620,3
30621,4
30622,2
30623,5
30624,5
30625,6
30626,8
30627,7
30628,9
30629,8
30630,0
30631,9
30632,2
30633,0
30634,9
30635,1
30636,3
30637,2
30638,7
30639,3
30640,5
30641,6
30642,6
30643,7
30644,1
30645,8
30646,8
30647,9
30648,0
30649,0
30650,6
30651,1
30652,8
30653,2
30654,5
30655,3
30656,9
30657,4
30658,1
30659,5
30660,4
30661,6
30662,3
30663,7
30664,1
30665,8
30666,9
30667,9
30668,7
30669,5
30670,9
30671,4
30672,4
30673,8
30674,5
30675,7
30676,6
30677,4
30678,5
30679,7
30680,4
30681,7
30682,1
30683,3
30684,7
30685,9
30686,2
30687,8
30688,5
30689,8
30690,0
30691,3
30692,1
30693,1
30694,1
30695,5
30696,1
30697,8
30698,8
30699,2
30700,7
30701,7
30702,4
30703,4
30704,5
30705,2
30706,8
30707,6
30708,8
30709,4
30710,7
30711,5
30712,7
30713,5
30714,1
30715,8
30716,1
30717,6
30718,2
30719,4
30720,3
30721,4
30722,3
30723,4
30724,1
30725,1
30726,8
30727,8
30728,7
30729,7
30730,7
30731,5
30732,0
30733,5
30734,3
30735,1
30736,5
30737,8
30738,5
30739,3
30740,2
30741,6
30742,7
30743,3
30744,1
30745,3
30746,0
30747,2
30748,5
30749,2
30750,8
30751,6
30752,3
30753,9
30754,6
30755,9
30756,5
30757,6
30758,8
30759,5
30760,0
30761,5
30762,9
30763,3
30764,9
30765,3
30766,4
30767,8
30768,7
30769,1
30770,1
30771,6
30772,9
30773,5
30774,7
30775,6
30776,5
30777,8
30778,0
30779,1
30780,0
30781,9
30782,2
30783,7
30784,7
30785,6
30786,9
30787,8
30788,2
30789,3
30790,1
30791,7
30792,8
30793,4
30794,7
30795,7
30796,1
30797,0
30798,6
30799,9
30800,9
30801,0
30802,1
30803,0
30804,9
30805,3
30806,4
30807,7
30808,8
30809,9
30810,7
30811,3
30812,2
30813,0
30814,8
30815,2
30816,2
30817,0
30818,3
30819,1
30820,0
30821,0
30822,7
30823,1
30824,5
30825,0
30826,1
30827,4
30828,6
30829,0
30830,3
30831,1
30832,2
30833,0
30834,4
30835,4
30836,3
30837,7
30838,7
30839,9
30840,5
30841,2
30842,4
30843,0
30844,0
30845,6
30846,4
30847,2
30848,1
30849,6
30850,0
30851,2
30852,8
30853,2
30854,9
30855,9
30856,8
30857,9
30858,3
30859,0
30860,1
30861,1
30862,6
30863,2
30864,1
30865,3
30866,3
30867,4
30868,5
30869,5
30870,2
30871,6
30872,7
30873,7
30874,6
30875,8
30876,9
30877,0
30878,1
30879,1
30880,1
30881,2
30882,8
30883,3
30884,1
30885,4
30886,2
30887,5
30888,0
30889,6
30890,9
30891,7
30892,3
30893,8
30894,6
30895,0
30896,1
30897,1
30898,3
30899,2
30900,2
30901,3
30902,5
30903,4
30904,3
30905,5
30906,7
30907,6
30908,1
30909,1
30910,4
30911,7
30912,4
30913,4
30914,3
30915,0
30916,7
30917,6
30918,1
30919,4
30920,5
30921,1
30922,0
30923,4
30924,1
30925,3
30926,3
30927,6
30928,8
30929,2
30930,5
30931,3
30932,3
30933,4
30934,4
30935,8
30936,2
30937,7
30938,9
30939,8
30940,3
30941,6
30942,8
30943,9
30944,1
30945,8
30946,4
30947,3
30948,2
30949,2
30950,4
30951,2
30952,6
30953,8
30954,1
30955,4
30956,2
30957,8
30958,0
30959,5
30960,8
30961,6
30962,3
30963,5
30964,5
30965,0
30966,5
30967,2
30968,2
30969,0
30970,4
30971,1
30972,5
30973,1
30974,1
30975,2
30976,1
30977,9
30978,9
30979,6
30980,6
30981,8
30982,1
30983,1
30984,9
30985,2
30986,6
30987,1
30988,2
30989,0
30990,4
30991,6
30992,4
30993,5
30994,9
30995,2
30996,3
30997,9
30998,8
30999,1
31000,5
31001,5
31002,7
31003,3
31004,2
31005,9
31006,4
31007,3
31008,9
31009,7
31010,3
31011,1
31012,0
31013,8
31014,9
31015,3
31016,5
31017,8
31018,6
31019,1
31020,4
31021,9
31022,4
31023,5
31024,7
31025,5
31026,7
31027,0
31028,4
31029,1
31030,0
31031,1
31032,5
31033,9
31034,8
31035,8
31036,4
31037,2
31038,0
31039,6
31040,9
31041,0
31042,9
31043,4
31044,7
31045,5
31046,8
31047,6
31048,3
31049,5
31050,6
31051,0
31052,0
31053,3
31054,7
31055,1
31056,0
31057,8
31058,9
31059,6
31060,6
31061,7
31062,7
31063,5
31064,8
31065,9
31066,4
31067,3
31068,4
31069,0
31070,9
31071,3
31072,5
31073,1
31074,2
31075,4
31076,1
31077,0
31078,8
31079,4
31080,2
31081,9
31082,2
31083,7
31084,9
31085,3
31086,6
31087,2
31088,7
31089,6
31090,1
31091,5
31092,8
31093,4
31094,5
31095,7
31096,4
31097,9
31098,4
31099,7
31100,0
31101,0
31102,9
31103,1
31104,1
31105,2
31106,8
31107,3
31108,0
31109,4
31110,3
31111,6
31112,2
31113,7
31114,9
31115,8
31116,9
31117,0
31118,8
31119,1
31120,4
31121,2
31122,0
31123,3
31124,8
31125,4
31126,0
31127,5
31128,9
31129,6
31130,8
31131,7
31132,8
31133,8
31134,6
31135,9
31136,3
31137,0
31138,0
31139,1
31140,5
31141,2
31142,6
31143,3
31144,5
31145,4
31146,1
31147,5
31148,7
31149,6
31150,1
31151,7
31152,5
31153,8
31154,8
31155,9
31156,0
31157,6
31158,0
31159,4
31160,6
31161,7
31162,9
31163,4
31164,7
31165,3
31166,4
31167,6
31168,7
31169,2
31170,6
31171,3
31172,6
31173,4
31174,7
31175,8
31176,7
31177,9
31178,9
31179,2
31180,8
31181,2
31182,2
31183,8
31184,7
31185,5
31186,5
31187,0
31188,6
31189,2
31190,6
31191,0
31192,4
31193,1
31194,7
31195,1
31196,9
31197,2
31198,6
31199,9
31200,8
31201,6
31202,5
31203,8
31204,2
31205,1
31206,4
31207,2
31208,5
31209,1
31210,1
31211,0
31212,3
31213,6
31214,6
31215,5
31216,2
31217,2
31218,8
31219,9
31220,4
31221,7
31222,1
31223,5
31224,7
31225,3
31226,1
31227,9
31228,0
31229,3
31230,5
31231,8
31232,7
31233,3
31234,2
31235,8
31236,7
31237,1
31238,1
31239,9
31240,7
31241,5
31242,6
31243,5
31244,7
31245,0
31246,6
31247,1
31248,1
31249,1
31250,7
31251,9
31252,0
31253,8
31254,9
31255,2
31256,2
31257,6
31258,5
31259,0
31260,2
31261,6
31262,6
31263,5
31264,2
31265,0
31266,1
31267,3
31268,6
31269,1
31270,9
31271,8
31272,6
31273,6
31274,9
31275,7
31276,2
31277,5
31278,5
31279,9
31280,7
31281,9
31282,1
31283,3
31284,2
31285,0
31286,0
31287,3
31288,0
31289,1
31290,2
31291,0
31292,2
31293,4
31294,2
31295,9
31296,0
31297,7
31298,4
31299,3
31300,7
31301,2
31302,9
31303,6
31304,8
31305,5
31306,9
31307,4
31308,6
31309,7
31310,7
31311,9
31312,5
31313,7
31314,5
31315,0
31316,6
31317,3
31318,0
31319,4
31320,0
31321,5
31322,5
31323,6
31324,7
31325,7
31326,9
31327,8
31328,7
31329,9
31330,2
31331,0
31332,1
31333,1
31334,9
31335,2
31336,7
31337,3
31338,0
31339,7
31340,2
31341,0
31342,4
31343,3
31344,6
31345,7
31346,6
31347,8
31348,2
31349,9
31350,0
31351,6
31352,0
31353,0
31354,4
31355,4
31356,3
31357,0
31358,0
31359,8
31360,1
31361,6
31362,7
31363,8
31364,9
31365,7
31366,2
31367,7
31368,0
31369,9
31370,5
31371,0
31372,1
31373,4
31374,0
31375,9
31376,0
31377,9
31378,3
31379,7
31380,6
31381,4
31382,2
31383,0
31384,0
31385,3
31386,1
31387,5
31388,0
31389,5
31390,5
31391,3
31392,1
31393,8
31394,8
31395,9
31396,8
31397,2
31398,2
31399,2
31400,6
31401,0
31402,5
31403,9
31404,3
31405,7
31406,0
31407,3
31408,6
31409,1
31410,6
31411,3
31412,0
31413,6
31414,7
31415,6
31416,8
31417,2
31418,1
31419,1
31420,2
31421,2
31422,9
31423,6
31424,1
31425,0
31426,4
31427,2
31428,3
31429,2
31430,6
31431,8
31432,0
31433,9
31434,9
31435,5
31436,3
31437,1
31438,2
31439,6
31440,4
31441,8
31442,6
31443,0
31444,4
31445,0
31446,1
31447,0
31448,7
31449,1
31450,7
31451,2
31452,6
31453,3
31454,1
31455,4
31456,4
31457,5
31458,2
31459,6
31460,2
31461,7
31462,5
31463,8
31464,8
31465,0
31466,2
31467,1
31468,8
31469,2
31470,7
31471,3
31472,7
31473,4
31474,1
31475,5
31476,3
31477,6
31478,2
31479,7
31480,9
31481,8
31482,4
31483,9
31484,2
31485,0
31486,5
31487,1
31488,6
31489,2
31490,0
31491,3
31492,1
31493,7
31494,3
31495,8
31496,7
31497,9
31498,5
31499,4
31500,6
31501,9
31502,9
31503,9
31504,8
31505,8
31506,0
31507,3
31508,6
31509,5
31510,9
31511,4
31512,2
31513,3
31514,1
31515,3
31516,2
31517,6
31518,1
31519,6
31520,7
31521,5
31522,5
31523,5
31524,1
31525,1
31526,1
31527,7
31528,4
31529,8
31530,7
31531,4
31532,7
31533,5
31534,0
31535,7
31536,1
31537,3
31538,6
31539,5
31540,2
31541,2
31542,1
31543,3
31544,8
31545,6
31546,6
31547,6
31548,5
31549,7
31550,8
31551,7
31552,3
31553,0
31554,1
31555,1
31556,0
31557,0
31558,7
31559,1
31560,8
31561,6
31562,9
31563,9
31564,8
31565,3
31566,5
31567,1
31568,4
31569,4
31570,0
31571,7
31572,6
31573,3
31574,4
31575,8
31576,4
31577,6
31578,8
31579,2
31580,4
31581,2
31582,5
31583,9
31584,7
31585,1
31586,6
31587,5
31588,0
31589,9
31590,3
31591,1
31592,8
31593,2
31594,9
31595,2
31596,1
31597,7
31598,8
31599,9
31600,1
31601,7
31602,5
31603,9
31604,7
31605,9
31606,0
31607,1
31608,3
31609,0
31610,5
31611,8
31612,0
31613,9
31614,0
31615,7
31616,0
31617,0
31618,5
31619,3
31620,0
31621,8
31622,8
31623,1
31624,3
31625,4
31626,4
31627,0
31628,5
31629,3
31630,7
31631,6
31632,3
31633,2
31634,0
31635,0
31636,6
31637,1
31638,1
31639,3
31640,1
31641,1
31642,6
31643,0
31644,9
31645,9
31646,0
31647,0
31648,4
31649,1
31650,7
31651,2
31652,8
31653,3
31654,6
31655,4
31656,7
31657,5
31658,1
31659,6
31660,7
31661,7
31662,2
31663,8
31664,4
31665,9
31666,6
31667,0
31668,2
31669,1
31670,5
31671,4
31672,2
31673,5
31674,5
31675,6
31676,6
31677,7
31678,4
31679,8
31680,4
31681,9
31682,5
31683,0
31684,9
31685,1
31686,4
31687,2
31688,6
31689,3
31690,6
31691,4
31692,7
31693,5
31694,1
31695,6
31696,0
31697,7
31698,7
31699,8
31700,7
31701,9
31702,2
31703,6
31704,3
31705,8
31706,9
31707,7
31708,2
31709,8
31710,2
31711,6
31712,8
31713,0
31714,4
31715,1
31716,4
31717,7
31718,8
31719,5
31720,3
31721,2
31722,4
31723,1
31724,4
31725,7
31726,6
31727,3
31728,1
31729,0
31730,2
31731,5
31732,1
31733,1
31734,9
31735,6
31736,6
31737,5
31738,9
31739,1
31740,3
31741,2
31742,3
31743,0
31744,1
31745,2
31746,6
31747,3
31748,1
31749,4
31750,1
31751,8
31752,5
31753,3
31754,5
31755,3
31756,0
31757,6
31758,8
31759,5
31760,7
31761,9
31762,7
31763,9
31764,8
31765,3
31766,2
31767,3
31768,9
31769,7
31770,0
31771,9
31772,5
31773,3
31774,4
31775,4
31776,3
31777,1
31778,6
31779,7
31780,4
31781,3
31782,6
31783,9
31784,1
31785,6
31786,5
31787,9
31788,7
31789,0
31790,6
31791,9
31792,9
31793,6
31794,2
31795,0
31796,4
31797,6
31798,5
31799,1
31800,6
31801,8
31802,2
31803,5
31804,4
31805,1
31806,0
31807,0
31808,5
31809,1
31810,0
31811,0
31812,1
31813,9
31814,6
31815,5
31816,1
31817,9
31818,4
31819,0
31820,3
31821,2
31822,3
31823,1
31824,1
31825,4
31826,1
31827,9
31828,6
31829,6
31830,2
31831,8
31832,2
31833,9
31834,3
31835,2
31836,1
31837,0
31838,4
31839,1
31840,9
31841,2
31842,6
31843,3
31844,7
31845,4
31846,4
31847,5
31848,6
31849,6
31850,3
31851,7
31852,1
31853,8
31854,7
31855,9
31856,0
31857,0
31858,1
31859,1
31860,2
31861,2
31862,1
31863,3
31864,4
31865,4
31866,8
31867,5
31868,5
31869,6
31870,4
31871,7
31872,7
31873,8
31874,6
31875,9
31876,6
31877,0
31878,2
31879,1
31880,0
31881,2
31882,8
31883,3
31884,1
31885,4
31886,4
31887,5
31888,1
31889,6
31890,6
31891,7
31892,7
31893,8
31894,1
31895,9
31896,0
31897,1
31898,1
31899,6
31900,2
31901,8
31902,3
31903,9
31904,5
31905,9
31906,4
31907,0
31908,1
31909,1
31910,7
31911,2
31912,6
31913,4
31914,1
31915,4
31916,2
31917,3
31918,9
31919,7
31920,7
31921,4
31922,0
31923,4
31924,9
31925,4
31926,5
31927,0
31928,7
31929,3
31930,4
31931,8
31932,9
31933,5
31934,5
31935,8
31936,2
31937,2
31938,5
31939,1
31940,6
31941,7
31942,9
31943,3
31944,1
31945,5
31946,2
31947,8
31948,9
31949,5
31950,4
31951,5
31952,8
31953,9
31954,1
31955,2
31956,1
31957,5
31958,7
31959,1
31960,3
31961,1
31962,9
31963,6
31964,4
31965,2
31966,2
31967,1
31968,3
31969,3
31970,5
31971,1
31972,7
31973,8
31974,6
31975,6
31976,6
31977,4
31978,3
31979,9
31980,5
31981,4
31982,9
31983,9
31984,2
31985,2
31986,1
31987,0
31988,6
31989,0
31990,4
31991,4
31992,8
31993,4
31994,3
31995,6
31996,8
31997,2
31998,7
31999,0
32000,1
32001,2
32002,1
32003,8
32004,7
32005,0
32006,8
32007,6
32008,0
32009,8
32010,0
32011,7
32012,2
32013,9
32014,2
32015,1
32016,7
32017,9
32018,4
32019,2
32020,9
32021,6
32022,6
32023,7
32024,3
32025,6
32026,1
32027,6
32028,1
32029,8
32030,7
32031,7
32032,4
32033,4
32034,8
32035,9
32036,7
32037,2
32038,0
32039,1
32040,1
32041,3
32042,4
32043,3
32044,1
32045,0
32046,5
32047,5
32048,9
32049,5
32050,2
32051,8
32052,9
32053,0
32054,3
32055,3
32056,3
32057,7
32058,1
32059,9
32060,8
32061,7
32062,7
32063,0
32064,7
32065,2
32066,6
32067,7
32068,2
32069,9
32070,3
32071,1
32072,6
32073,3
32074,0
32075,6
32076,8
32077,7
32078,4
32079,8
32080,6
32081,0
32082,3
32083,3
32084,0
32085,5
32086,9
32087,3
32088,3
32089,6
32090,9
32091,0
32092,2
32093,1
32094,7
32095,2
32096,8
32097,3
32098,1
32099,4
32100,0
32101,5
32102,1
32103,6
32104,8
32105,7
32106,9
32107,8
32108,5
32109,9
32110,5
32111,0
32112,8
32113,1
32114,3
32115,2
32116,4
32117,3
32118,9
32119,4
32120,3
32121,5
32122,5
32123,6
32124,9
32125,7
32126,2
32127,8
32128,4
32129,9
32130,8
32131,0
32132,1
32133,1
32134,7
32135,2
32136,0
32137,3
32138,2
32139,4
32140,3
32141,5
32142,2
32143,6
32144,9
32145,7
32146,7
32147,8
32148,7
32149,9
32150,3
32151,6
32152,9
32153,0
32154,6
32155,8
32156,1
32157,0
32158,2
32159,2
32160,6
32161,3
32162,6
32163,7
32164,7
32165,9
32166,6
32167,4
32168,2
32169,7
32170,0
32171,1
32172,6
32173,9
32174,6
32175,1
32176,1
32177,7
32178,3
32179,1
32180,0
32181,4
32182,1
32183,0
32184,1
32185,0
32186,3
32187,4
32188,2
32189,1
32190,6
32191,7
32192,9
32193,5
32194,1
32195,7
32196,8
32197,1
32198,4
32199,3
32200,7
32201,3
32202,7
32203,3
32204,7
32205,1
32206,2
32207,6
32208,8
32209,9
32210,3
32211,7
32212,3
32213,4
32214,9
32215,3
32216,4
32217,0
32218,8
32219,2
32220,3
32221,5
32222,9
32223,2
32224,0
32225,6
32226,8
32227,0
32228,9
32229,8
32230,0
32231,9
32232,5
32233,4
32234,6
32235,3
32236,4
32237,5
32238,8
32239,4
32240,2
32241,8
32242,1
32243,1
32244,5
32245,0
32246,9
32247,6
32248,3
32249,4
32250,0
32251,3
32252,5
32253,6
32254,3
32255,3
32256,6
32257,3
32258,9
32259,8
32260,1
32261,1
32262,0
32263,4
32264,3
32265,7
32266,8
32267,5
32268,1
32269,7
32270,0
32271,2
32272,4
32273,2
32274,5
32275,0
32276,1
32277,0
32278,2
32279,1
32280,2
32281,7
32282,7
32283,7
32284,3
32285,9
32286,4
32287,5
32288,1
32289,9
32290,7
32291,8
32292,7
32293,9
32294,0
32295,6
32296,7
32297,8
32298,9
32299,8
32300,4
32301,2
32302,4
32303,3
32304,4
32305,6
32306,9
32307,1
32308,2
32309,2
32310,2
32311,9
32312,5
32313,8
32314,8
32315,9
32316,1
32317,5
32318,9
32319,2
32320,7
32321,5
32322,5
32323,2
32324,0
32325,6
32326,1
32327,2
32328,2
32329,4
32330,4
32331,8
32332,1
32333,4
32334,5
